YOUR_DECISION	exact_literal	review_priority	suggested_decision	adjudication_note	current_master_path	claude_b1_status	chatgpt_candidate	scanner_occurrences	scanner_model_count	representative_parent_bones	representative_hierarchies	representative_models	claude_reason	chatgpt_original_reason	YOUR_NOTES
INCLUDE	OPT_Breast_Left5	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.	groupFile/Body	INCLUDE_SEXUAL_BONES	YES	3	3	parent=OPT_Breast_Left_tip model=christie_c11.mdl hits=3/3		christie_c11.mdl; hitomi_c8.mdl; tina_c10.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): breast); structurally confirmed member of an accepted anatomy chain (parent=OPT_Breast_Left_tip model=christie_c11.mdl hits=3/3)	explicit sexual/anogenital anatomical BONE name	
INCLUDE	OPT_Breast_Left_base	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.	groupFile/Body	INCLUDE_SEXUAL_BONES	YES	3	3			christie_c11.mdl; hitomi_c8.mdl; tina_c10.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): breast)	explicit sexual/anogenital anatomical BONE name	
INCLUDE	OPT_Breast_Left_tip	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.	groupFile/Body	INCLUDE_SEXUAL_BONES	YES	3	3	parent=OPT_Breast_Left_base model=christie_c11.mdl hits=3/3		christie_c11.mdl; hitomi_c8.mdl; tina_c10.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): breast); structurally confirmed member of an accepted anatomy chain (parent=OPT_Breast_Left_base model=christie_c11.mdl hits=3/3)	explicit sexual/anogenital anatomical BONE name	
INCLUDE	OPT_Breast_Right1	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.	groupFile/Body	INCLUDE_SEXUAL_BONES	YES	3	3	parent=OPT_Breast_Right_tip model=christie_c11.mdl hits=3/3		christie_c11.mdl; hitomi_c8.mdl; tina_c10.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): breast); structurally confirmed member of an accepted anatomy chain (parent=OPT_Breast_Right_tip model=christie_c11.mdl hits=3/3)	explicit sexual/anogenital anatomical BONE name	
INCLUDE	OPT_Breast_Right2	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.	groupFile/Body	INCLUDE_SEXUAL_BONES	YES	3	3	parent=OPT_Breast_Right_tip model=christie_c11.mdl hits=3/3		christie_c11.mdl; hitomi_c8.mdl; tina_c10.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): breast); structurally confirmed member of an accepted anatomy chain (parent=OPT_Breast_Right_tip model=christie_c11.mdl hits=3/3)	explicit sexual/anogenital anatomical BONE name	
INCLUDE	OPT_Breast_Right3	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.	groupFile/Body	INCLUDE_SEXUAL_BONES	YES	3	3	parent=OPT_Breast_Right_tip model=christie_c11.mdl hits=3/3		christie_c11.mdl; hitomi_c8.mdl; tina_c10.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): breast); structurally confirmed member of an accepted anatomy chain (parent=OPT_Breast_Right_tip model=christie_c11.mdl hits=3/3)	explicit sexual/anogenital anatomical BONE name	
INCLUDE	OPT_Breast_Right4	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.	groupFile/Body	INCLUDE_SEXUAL_BONES	YES	3	3	parent=OPT_Breast_Right_tip model=christie_c11.mdl hits=3/3		christie_c11.mdl; hitomi_c8.mdl; tina_c10.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): breast); structurally confirmed member of an accepted anatomy chain (parent=OPT_Breast_Right_tip model=christie_c11.mdl hits=3/3)	explicit sexual/anogenital anatomical BONE name	
INCLUDE	OPT_Breast_Right5	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.	groupFile/Body	INCLUDE_SEXUAL_BONES	YES	3	3	parent=OPT_Breast_Right_tip model=christie_c11.mdl hits=3/3		christie_c11.mdl; hitomi_c8.mdl; tina_c10.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): breast); structurally confirmed member of an accepted anatomy chain (parent=OPT_Breast_Right_tip model=christie_c11.mdl hits=3/3)	explicit sexual/anogenital anatomical BONE name	
INCLUDE	OPT_Breast_Right_base	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.	groupFile/Body	INCLUDE_SEXUAL_BONES	YES	3	3			christie_c11.mdl; hitomi_c8.mdl; tina_c10.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): breast)	explicit sexual/anogenital anatomical BONE name	
INCLUDE	OPT_Breast_Right_tip	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.	groupFile/Body	INCLUDE_SEXUAL_BONES	YES	3	3	parent=OPT_Breast_Right_base model=christie_c11.mdl hits=3/3		christie_c11.mdl; hitomi_c8.mdl; tina_c10.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): breast); structurally confirmed member of an accepted anatomy chain (parent=OPT_Breast_Right_base model=christie_c11.mdl hits=3/3)	explicit sexual/anogenital anatomical BONE name	
INCLUDE	pb_L_CMY01_Breast_01	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.	groupFile/Body	INCLUDE_SEXUAL_BONES	YES	1	1			cammyswimsuit.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): breast)	explicit sexual/anogenital anatomical BONE name	
INCLUDE	pb_R_CMY01_Breast_01	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.	groupFile/Body	INCLUDE_SEXUAL_BONES	YES	1	1			cammyswimsuit.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): breast)	explicit sexual/anogenital anatomical BONE name	
INCLUDE	penis balls left	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.	groupFile/Body	INCLUDE_SEXUAL_BONES	YES	2	2	parent=penis balls root model=hinata uzumaki last.mdl hits=2/2		hinata uzumaki last.mdl; hinata uzumaki.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): balls,penis); structurally confirmed member of an accepted anatomy chain (parent=penis balls root model=hinata uzumaki last.mdl hits=2/2)	explicit sexual/anogenital anatomical BONE name	
INCLUDE	penis balls right	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.	groupFile/Body Morphs	INCLUDE_SEXUAL_BONES	YES	2	2	parent=penis balls root model=hinata uzumaki last.mdl hits=2/2		hinata uzumaki last.mdl; hinata uzumaki.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): balls,penis); structurally confirmed member of an accepted anatomy chain (parent=penis balls root model=hinata uzumaki last.mdl hits=2/2)	explicit sexual/anogenital anatomical BONE name	
INCLUDE	penis balls root	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.	groupFile/Body	INCLUDE_SEXUAL_BONES	YES	2	2	parent=unused pelvis attached_penis root hips model=hinata uzumaki last.mdl hits=2/2		hinata uzumaki last.mdl; hinata uzumaki.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): balls,penis); structurally confirmed member of an accepted anatomy chain (parent=unused pelvis attached_penis root hips model=hinata uzumaki last.mdl hits=2/2)	explicit sexual/anogenital anatomical BONE name	
INCLUDE	penis root	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.	groupFile/Body	INCLUDE_SEXUAL_BONES	YES	3	3	parent=unused pelvis attached_penis root ground model=hinata uzumaki last.mdl hits=2/3		walrider.mdl; hinata uzumaki last.mdl; hinata uzumaki.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): penis); structurally confirmed member of an accepted anatomy chain (parent=unused pelvis attached_penis root ground model=hinata uzumaki last.mdl hits=2/3); naming-family match to an already-accepted Sexual Bones literal (NAMING_FAMILY_COMPOUND:penis)	explicit sexual/anogenital anatomical BONE name	
INCLUDE	penis shaft 1	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.	groupFile/Body	INCLUDE_SEXUAL_BONES	YES	2	2	parent=unused pelvis attached_penis root hips model=hinata uzumaki last.mdl hits=2/2		hinata uzumaki last.mdl; hinata uzumaki.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): penis,shaft); structurally confirmed member of an accepted anatomy chain (parent=unused pelvis attached_penis root hips model=hinata uzumaki last.mdl hits=2/2)	explicit sexual/anogenital anatomical BONE name	
INCLUDE	penis shaft 2	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.	groupFile/Body	INCLUDE_SEXUAL_BONES	YES	2	2	parent=penis shaft 1 model=hinata uzumaki last.mdl hits=2/2		hinata uzumaki last.mdl; hinata uzumaki.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): penis,shaft); structurally confirmed member of an accepted anatomy chain (parent=penis shaft 1 model=hinata uzumaki last.mdl hits=2/2)	explicit sexual/anogenital anatomical BONE name	
INCLUDE	penis shaft 3	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.	groupFile/Body	INCLUDE_SEXUAL_BONES	YES	2	2	parent=penis shaft 2 model=hinata uzumaki last.mdl hits=2/2		hinata uzumaki last.mdl; hinata uzumaki.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): penis,shaft); structurally confirmed member of an accepted anatomy chain (parent=penis shaft 2 model=hinata uzumaki last.mdl hits=2/2)	explicit sexual/anogenital anatomical BONE name	
INCLUDE	penis shaft 4	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.	groupFile/Body Morphs	INCLUDE_SEXUAL_BONES	YES	2	2	parent=penis shaft 3 model=hinata uzumaki last.mdl hits=2/2		hinata uzumaki last.mdl; hinata uzumaki.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): penis,shaft); structurally confirmed member of an accepted anatomy chain (parent=penis shaft 3 model=hinata uzumaki last.mdl hits=2/2)	explicit sexual/anogenital anatomical BONE name	
INCLUDE	penis shaft 5	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.	groupFile/Body	INCLUDE_SEXUAL_BONES	YES	2	2	parent=penis shaft 4 model=hinata uzumaki last.mdl hits=2/2		hinata uzumaki last.mdl; hinata uzumaki.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): penis,shaft); structurally confirmed member of an accepted anatomy chain (parent=penis shaft 4 model=hinata uzumaki last.mdl hits=2/2)	explicit sexual/anogenital anatomical BONE name	
INCLUDE	penis shaft 6	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.	groupFile/Body	INCLUDE_SEXUAL_BONES	YES	2	2	parent=penis shaft 5 model=hinata uzumaki last.mdl hits=2/2		hinata uzumaki last.mdl; hinata uzumaki.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): penis,shaft); structurally confirmed member of an accepted anatomy chain (parent=penis shaft 5 model=hinata uzumaki last.mdl hits=2/2)	explicit sexual/anogenital anatomical BONE name	
INCLUDE	penis shaft 7	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.	groupFile/Body Morphs	INCLUDE_SEXUAL_BONES	YES	2	2	parent=penis shaft 6 model=hinata uzumaki last.mdl hits=2/2		hinata uzumaki last.mdl; hinata uzumaki.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): penis,shaft); structurally confirmed member of an accepted anatomy chain (parent=penis shaft 6 model=hinata uzumaki last.mdl hits=2/2)	explicit sexual/anogenital anatomical BONE name	
INCLUDE	penis1_1	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.	groupFile/Body	INCLUDE_SEXUAL_BONES	YES	1	1			nude_crash.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): penis)	explicit sexual/anogenital anatomical BONE name	
INCLUDE	penis2_00002	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.	groupFile/Body Morphs	INCLUDE_SEXUAL_BONES	YES	1	1	parent=penis1_1 model=nude_crash.mdl hits=1/1		nude_crash.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): penis); structurally confirmed member of an accepted anatomy chain (parent=penis1_1 model=nude_crash.mdl hits=1/1)	explicit sexual/anogenital anatomical BONE name	
INCLUDE	Penis_05Rim_T	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.	groupFile/Body	INCLUDE_SEXUAL_BONES	YES	1	1	parent=Penis_05 model=korra_nude_f.mdl hits=1/1		korra_nude_f.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): penis); structurally confirmed member of an accepted anatomy chain (parent=Penis_05 model=korra_nude_f.mdl hits=1/1)	explicit sexual/anogenital anatomical BONE name	
INCLUDE	Penis_06.002	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.	groupFile/Body Morphs	INCLUDE_SEXUAL_BONES	YES	1	1	parent=Penis_05 model=korra_nude_f.mdl hits=1/1		korra_nude_f.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): penis); structurally confirmed member of an accepted anatomy chain (parent=Penis_05 model=korra_nude_f.mdl hits=1/1)	explicit sexual/anogenital anatomical BONE name	
INCLUDE	Penis_06.003	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.	groupFile/Body Morphs	INCLUDE_SEXUAL_BONES	YES	1	1	parent=Penis_05 model=korra_nude_f.mdl hits=1/1		korra_nude_f.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): penis); structurally confirmed member of an accepted anatomy chain (parent=Penis_05 model=korra_nude_f.mdl hits=1/1)	explicit sexual/anogenital anatomical BONE name	
INCLUDE	Penis_06.004	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.	groupFile/Body	INCLUDE_SEXUAL_BONES	YES	1	1	parent=Penis_05 model=korra_nude_f.mdl hits=1/1		korra_nude_f.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): penis); structurally confirmed member of an accepted anatomy chain (parent=Penis_05 model=korra_nude_f.mdl hits=1/1)	explicit sexual/anogenital anatomical BONE name	
INCLUDE	penis_f_2	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.	groupFile/Body Morphs	INCLUDE_SEXUAL_BONES	YES	1	1	parent=penis_1 model=james_vega.mdl hits=1/1		james_vega.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): penis); structurally confirmed member of an accepted anatomy chain (parent=penis_1 model=james_vega.mdl hits=1/1)	explicit sexual/anogenital anatomical BONE name	
INCLUDE	penis_f_3	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.	groupFile/Body	INCLUDE_SEXUAL_BONES	YES	1	1	parent=penis_f_2 model=james_vega.mdl hits=1/1		james_vega.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): penis); structurally confirmed member of an accepted anatomy chain (parent=penis_f_2 model=james_vega.mdl hits=1/1)	explicit sexual/anogenital anatomical BONE name	
INCLUDE	PenisTip	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.	groupFile/Body Morphs	INCLUDE_SEXUAL_BONES	YES	1	1	parent=Penis03 model=human05.mdl hits=1/1		human05.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): penis); structurally confirmed member of an accepted anatomy chain (parent=Penis03 model=human05.mdl hits=1/1); naming-family match to an already-accepted Sexual Bones literal (NAMING_FAMILY_COMPOUND:penis)	explicit sexual/anogenital anatomical BONE name	
INCLUDE	pussy chitsu base	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.	groupFile/Body Morphs	INCLUDE_SEXUAL_BONES	YES	1	1	parent=pussy base model=midnanude.mdl hits=1/1		midnanude.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): pussy); structurally confirmed member of an accepted anatomy chain (parent=pussy base model=midnanude.mdl hits=1/1)	explicit sexual/anogenital anatomical BONE name	
INCLUDE	pussy chitsu left	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.	groupFile/Body Morphs	INCLUDE_SEXUAL_BONES	YES	1	1	parent=pussy base model=midnanude.mdl hits=1/1		midnanude.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): pussy); structurally confirmed member of an accepted anatomy chain (parent=pussy base model=midnanude.mdl hits=1/1)	explicit sexual/anogenital anatomical BONE name	
INCLUDE	pussy chitsu right	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.	groupFile/Body Morphs	INCLUDE_SEXUAL_BONES	YES	1	1	parent=pussy base model=midnanude.mdl hits=1/1		midnanude.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): pussy); structurally confirmed member of an accepted anatomy chain (parent=pussy base model=midnanude.mdl hits=1/1)	explicit sexual/anogenital anatomical BONE name	
INCLUDE	pussy clitoris	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.	groupFile/Body	INCLUDE_SEXUAL_BONES	YES	1	1	parent=pussy base model=zoey.mdl hits=1/1		zoey.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): clitoris,pussy); structurally confirmed member of an accepted anatomy chain (parent=pussy base model=zoey.mdl hits=1/1)	explicit sexual/anogenital anatomical BONE name	
INCLUDE	pussy clitoris 1	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.	groupFile/Body	INCLUDE_SEXUAL_BONES	YES	1	1	parent=pussy base model=midnanude.mdl hits=1/1		midnanude.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): clitoris,pussy); structurally confirmed member of an accepted anatomy chain (parent=pussy base model=midnanude.mdl hits=1/1)	explicit sexual/anogenital anatomical BONE name	
INCLUDE	pussy clitoris 2	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.	groupFile/Body Morphs	INCLUDE_SEXUAL_BONES	YES	1	1	parent=pussy clitoris 1 model=midnanude.mdl hits=1/1		midnanude.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): clitoris,pussy); structurally confirmed member of an accepted anatomy chain (parent=pussy clitoris 1 model=midnanude.mdl hits=1/1)	explicit sexual/anogenital anatomical BONE name	
INCLUDE	pussy clitoris 3	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.	groupFile/Body	INCLUDE_SEXUAL_BONES	YES	1	1	parent=pussy clitoris 1 model=midnanude.mdl hits=1/1		midnanude.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): clitoris,pussy); structurally confirmed member of an accepted anatomy chain (parent=pussy clitoris 1 model=midnanude.mdl hits=1/1)	explicit sexual/anogenital anatomical BONE name	
INCLUDE	pussy high	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.	groupFile/Body	INCLUDE_SEXUAL_BONES	YES	1	1			nudessx.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): pussy)	explicit sexual/anogenital anatomical BONE name	
INCLUDE	pussy left 1	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.	groupFile/Body Morphs	INCLUDE_SEXUAL_BONES	YES	1	1	parent=pussy base model=midnanude.mdl hits=1/1		midnanude.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): pussy); structurally confirmed member of an accepted anatomy chain (parent=pussy base model=midnanude.mdl hits=1/1)	explicit sexual/anogenital anatomical BONE name	
INCLUDE	pussy left 3	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.	groupFile/Body	INCLUDE_SEXUAL_BONES	YES	1	1	parent=pussy base model=midnanude.mdl hits=1/1		midnanude.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): pussy); structurally confirmed member of an accepted anatomy chain (parent=pussy base model=midnanude.mdl hits=1/1)	explicit sexual/anogenital anatomical BONE name	
INCLUDE	pussy left in 1	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.	groupFile/Body Morphs	INCLUDE_SEXUAL_BONES	YES	1	1	parent=pussy base model=midnanude.mdl hits=1/1		midnanude.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): pussy); structurally confirmed member of an accepted anatomy chain (parent=pussy base model=midnanude.mdl hits=1/1)	explicit sexual/anogenital anatomical BONE name	
INCLUDE	pussy left in 2	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.	groupFile/Body	INCLUDE_SEXUAL_BONES	YES	1	1	parent=pussy base model=midnanude.mdl hits=1/1		midnanude.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): pussy); structurally confirmed member of an accepted anatomy chain (parent=pussy base model=midnanude.mdl hits=1/1)	explicit sexual/anogenital anatomical BONE name	
INCLUDE	pussy right 1	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.	groupFile/Body	INCLUDE_SEXUAL_BONES	YES	1	1	parent=pussy base model=midnanude.mdl hits=1/1		midnanude.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): pussy); structurally confirmed member of an accepted anatomy chain (parent=pussy base model=midnanude.mdl hits=1/1)	explicit sexual/anogenital anatomical BONE name	
INCLUDE	pussy right 3	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.	groupFile/Body	INCLUDE_SEXUAL_BONES	YES	1	1	parent=pussy base model=midnanude.mdl hits=1/1		midnanude.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): pussy); structurally confirmed member of an accepted anatomy chain (parent=pussy base model=midnanude.mdl hits=1/1)	explicit sexual/anogenital anatomical BONE name	
INCLUDE	pussy right in 1	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.	groupFile/Body Morphs	INCLUDE_SEXUAL_BONES	YES	1	1	parent=pussy base model=midnanude.mdl hits=1/1		midnanude.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): pussy); structurally confirmed member of an accepted anatomy chain (parent=pussy base model=midnanude.mdl hits=1/1)	explicit sexual/anogenital anatomical BONE name	
INCLUDE	pussy right in 2	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.	groupFile/Body	INCLUDE_SEXUAL_BONES	YES	1	1	parent=pussy base model=midnanude.mdl hits=1/1		midnanude.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): pussy); structurally confirmed member of an accepted anatomy chain (parent=pussy base model=midnanude.mdl hits=1/1)	explicit sexual/anogenital anatomical BONE name	
INCLUDE	Pussy_left	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.	groupFile/Body	INCLUDE_SEXUAL_BONES	YES	1	1			femshep_schoolgirl.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): pussy)	explicit sexual/anogenital anatomical BONE name	
INCLUDE	Pussy_right	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.	groupFile/Body Morphs	INCLUDE_SEXUAL_BONES	YES	1	1			femshep_schoolgirl.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): pussy)	explicit sexual/anogenital anatomical BONE name	
INCLUDE	r boob	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.	groupFile/Body Morphs	INCLUDE_SEXUAL_BONES	YES	11	11			angouleme.mdl; dryad_curly.mdl; dryad_long.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): boob); naming-family match to an already-accepted Sexual Bones literal (NAMING_FAMILY_COMPOUND:boob)	explicit sexual/anogenital anatomical BONE name	
INCLUDE	R__Butt_Top	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.	groupFile/Body	INCLUDE_SEXUAL_BONES	YES	2	2	parent=ValveBiped.rightButt model=korra_nude.mdl hits=2/2		korra_nude.mdl; korra_nude_f.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): butt); structurally confirmed member of an accepted anatomy chain (parent=ValveBiped.rightButt model=korra_nude.mdl hits=2/2)	explicit sexual/anogenital anatomical BONE name	
INCLUDE	R_breast0	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.	groupFile/Body	INCLUDE_SEXUAL_BONES	YES	2	2	parent=R_breast0_jiggle model=shermie.mdl hits=2/2		shermie.mdl; shermie_outfit.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): breast); structurally confirmed member of an accepted anatomy chain (parent=R_breast0_jiggle model=shermie.mdl hits=2/2); naming-family match to an already-accepted Sexual Bones literal (NAMING_FAMILY_COMPOUND:breast)	explicit sexual/anogenital anatomical BONE name	
INCLUDE	R_breast0_jiggle	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.	groupFile/Body	INCLUDE_SEXUAL_BONES	YES	2	2	parent=R_breast0_jiggle_root model=shermie.mdl hits=2/2		shermie.mdl; shermie_outfit.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): breast); structurally confirmed member of an accepted anatomy chain (parent=R_breast0_jiggle_root model=shermie.mdl hits=2/2)	explicit sexual/anogenital anatomical BONE name	
INCLUDE	R_breast0_jiggle_root	DECIDED — CONSENSUS INCLUDE	INCLUDE_SEXUAL_BONES	Claude and frozen ChatGPT independently agreed.	groupFile/Body	INCLUDE_SEXUAL_BONES	YES	2	2			shermie.mdl; shermie_outfit.mdl	explicit direct-pose sexual/anogenital anatomy literal (anchor token(s): breast)	explicit sexual/anogenital anatomical BONE name	
