exact_literal	ascii_fold	current_master_path	final_projected_path	provenance	decision_basis	casefold_carryalong	human_review_status
bip_shoulder_Assist_R	bip_shoulder_assist_r	groupFile/Arms/RightArm	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/RightArm); no contrar"	NO	PREVIOUSLY_SETTLED
bip_shoulder_helper_2_R	bip_shoulder_helper_2_r	groupFile/Arms/RightArm	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/RightArm); no contrar"	NO	PREVIOUSLY_SETTLED
bip_shoulder_helper_R	bip_shoulder_helper_r	groupFile/Arms/RightArm	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/RightArm); no contrar"	NO	PREVIOUSLY_SETTLED
bip_thigh_Twist_L	bip_thigh_twist_l	groupFile/Legs/LeftLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	NO	PREVIOUSLY_SETTLED
bip_thigh_Twist_R	bip_thigh_twist_r	groupFile/Legs/RightLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	NO	PREVIOUSLY_SETTLED
bip_thigh_hlp_L	bip_thigh_hlp_l	groupFile/Legs/LeftLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	NO	PREVIOUSLY_SETTLED
bip_thigh_hlp_R	bip_thigh_hlp_r	groupFile/Legs/RightLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	NO	PREVIOUSLY_SETTLED
bip_thigh_stretch_L	bip_thigh_stretch_l	groupFile/Legs/LeftLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	NO	PREVIOUSLY_SETTLED
bip_thigh_stretch_R	bip_thigh_stretch_r	groupFile/Legs/RightLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	NO	PREVIOUSLY_SETTLED
bip_thigh_twist_00_L	bip_thigh_twist_00_l	groupFile/Legs/LeftLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	NO	PREVIOUSLY_SETTLED
bip_thigh_twist_00_R	bip_thigh_twist_00_r	groupFile/Legs/RightLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	NO	PREVIOUSLY_SETTLED
bip_thigh_twist_01_L	bip_thigh_twist_01_l	groupFile/Legs/LeftLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	NO	PREVIOUSLY_SETTLED
bip_thigh_twist_01_R	bip_thigh_twist_01_r	groupFile/Legs/RightLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	NO	PREVIOUSLY_SETTLED
bip_thigh_twist_02_L	bip_thigh_twist_02_l	groupFile/Legs/LeftLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	NO	PREVIOUSLY_SETTLED
bip_thigh_twist_02_R	bip_thigh_twist_02_r	groupFile/Legs/RightLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	NO	PREVIOUSLY_SETTLED
bip_thigh_twist_03_L	bip_thigh_twist_03_l	groupFile/Legs/LeftLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	NO	PREVIOUSLY_SETTLED
bip_thigh_twist_03_R	bip_thigh_twist_03_r	groupFile/Legs/RightLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	NO	PREVIOUSLY_SETTLED
bip_thigh_twist_04_L	bip_thigh_twist_04_l	groupFile/Legs/LeftLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	NO	PREVIOUSLY_SETTLED
bip_thigh_twist_04_R	bip_thigh_twist_04_r	groupFile/Legs/RightLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	NO	PREVIOUSLY_SETTLED
bip_thigh_twist_05_L	bip_thigh_twist_05_l	groupFile/Legs/LeftLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	NO	PREVIOUSLY_SETTLED
bip_thigh_twist_05_R	bip_thigh_twist_05_r	groupFile/Legs/RightLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	NO	PREVIOUSLY_SETTLED
bip_thumb_0_hlp_L	bip_thumb_0_hlp_l	groupFile/Fingers	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Currently filed under ""Fingers"", but the name itself declares a generic secondary/support function; Silkworm generic-helper provenance (Arm and Hand H"	NO	PREVIOUSLY_SETTLED
bip_thumb_0_hlp_R	bip_thumb_0_hlp_r	groupFile/Fingers	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Currently filed under ""Fingers"", but the name itself declares a generic secondary/support function; Silkworm generic-helper provenance (Arm and Hand H"	NO	PREVIOUSLY_SETTLED
bip_twistwrist_L	bip_twistwrist_l	groupFile/Arms/LeftArm	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"	NO	PREVIOUSLY_SETTLED
bip_twistwrist_R	bip_twistwrist_r	groupFile/Arms/RightArm	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/RightArm); no contrar"	NO	PREVIOUSLY_SETTLED
bip_ulna_L	bip_ulna_l	groupFile/Arms/LeftArm	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"	NO	PREVIOUSLY_SETTLED
bip_ulna_R	bip_ulna_r	groupFile/Arms/RightArm	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/RightArm); no contrar"	NO	PREVIOUSLY_SETTLED
bip_upperArmTwist_0_L	bip_upperarmtwist_0_l	groupFile/Arms/LeftArm	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"	NO	PREVIOUSLY_SETTLED
bip_upperArmTwist_0_R	bip_upperarmtwist_0_r	groupFile/Arms/RightArm	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/RightArm); no contrar"	NO	PREVIOUSLY_SETTLED
bip_upperArmTwist_1_L	bip_upperarmtwist_1_l	groupFile/Arms/LeftArm	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"	NO	PREVIOUSLY_SETTLED
bip_upperArmTwist_1_R	bip_upperarmtwist_1_r	groupFile/Arms/RightArm	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/RightArm); no contrar"	NO	PREVIOUSLY_SETTLED
bip_upperArmTwist_2_L	bip_upperarmtwist_2_l	groupFile/Arms/LeftArm	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"	NO	PREVIOUSLY_SETTLED
bip_upperArmTwist_2_R	bip_upperarmtwist_2_r	groupFile/Arms/RightArm	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/RightArm); no contrar"	NO	PREVIOUSLY_SETTLED
bip_upperArmTwist_3_L	bip_upperarmtwist_3_l	groupFile/Arms/LeftArm	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"	NO	PREVIOUSLY_SETTLED
bip_upperArmTwist_3_R	bip_upperarmtwist_3_r	groupFile/Arms/RightArm	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/RightArm); no contrar"	NO	PREVIOUSLY_SETTLED
bip_upperArmTwist_4_L	bip_upperarmtwist_4_l	groupFile/Arms/LeftArm	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"	NO	PREVIOUSLY_SETTLED
bip_upperArmTwist_4_R	bip_upperarmtwist_4_r	groupFile/Arms/RightArm	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/RightArm); no contrar"	NO	PREVIOUSLY_SETTLED
bip_upperArmTwist_5_L	bip_upperarmtwist_5_l	groupFile/Arms/LeftArm	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"	NO	PREVIOUSLY_SETTLED
bip_upperArmTwist_5_R	bip_upperarmtwist_5_r	groupFile/Arms/RightArm	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/RightArm); no contrar"	NO	PREVIOUSLY_SETTLED
bip_upperArmTwist_6_L	bip_upperarmtwist_6_l	groupFile/Arms/LeftArm	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"	NO	PREVIOUSLY_SETTLED
bip_upperArmTwist_6_R	bip_upperarmtwist_6_r	groupFile/Arms/RightArm	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/RightArm); no contrar"	NO	PREVIOUSLY_SETTLED
bip_upperArmTwist_7_L	bip_upperarmtwist_7_l	groupFile/Arms/LeftArm	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"	NO	PREVIOUSLY_SETTLED
bip_upperArmTwist_7_R	bip_upperarmtwist_7_r	groupFile/Arms/RightArm	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/RightArm); no contrar"	NO	PREVIOUSLY_SETTLED
bip_upperArmTwist_8_L	bip_upperarmtwist_8_l	groupFile/Arms/LeftArm	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"	NO	PREVIOUSLY_SETTLED
bip_upperArmTwist_8_R	bip_upperarmtwist_8_r	groupFile/Arms/RightArm	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/RightArm); no contrar"	NO	PREVIOUSLY_SETTLED
bip_upperArmTwist_9_L	bip_upperarmtwist_9_l	groupFile/Arms/LeftArm	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"	NO	PREVIOUSLY_SETTLED
bip_upperArmTwist_9_R	bip_upperarmtwist_9_r	groupFile/Arms/RightArm	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/RightArm); no contrar"	NO	PREVIOUSLY_SETTLED
bip_upperArmTwist_L	bip_upperarmtwist_l	groupFile/Arms/LeftArm	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"	NO	PREVIOUSLY_SETTLED
bip_upperArmTwist_R	bip_upperarmtwist_r	groupFile/Arms/RightArm	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/RightArm); no contrar"	NO	PREVIOUSLY_SETTLED
bip_upperArm_1_L	bip_upperarm_1_l	groupFile/Arms/LeftArm	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"	NO	PREVIOUSLY_SETTLED
bip_upperArm_1_R	bip_upperarm_1_r	groupFile/Arms/RightArm	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/RightArm); no contrar"	NO	PREVIOUSLY_SETTLED
bip_upperArm_L_01_twist	bip_upperarm_l_01_twist	groupFile/Arms/LeftArm	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"	NO	PREVIOUSLY_SETTLED
bip_upperArm_L_02_twist	bip_upperarm_l_02_twist	groupFile/Arms/LeftArm	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"	NO	PREVIOUSLY_SETTLED
bip_upperArm_L_03_twist	bip_upperarm_l_03_twist	groupFile/Arms/LeftArm	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"	NO	PREVIOUSLY_SETTLED
bip_upperArm_L_Twist	bip_upperarm_l_twist	groupFile/Arms/LeftArm	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	Pass 1G-H/I human family review (fold bip_upperarm_l_twist): HELPERS	NO	HUMAN_APPROVED
bip_upperArm_L_Twist_1	bip_upperarm_l_twist_1	groupFile/Arms/LeftArm	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"	NO	PREVIOUSLY_SETTLED
bip_upperArm_L_Twist_2	bip_upperarm_l_twist_2	groupFile/Arms/LeftArm	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"	NO	PREVIOUSLY_SETTLED
bip_upperArm_L_Twist_3	bip_upperarm_l_twist_3	groupFile/Arms/LeftArm	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"	NO	PREVIOUSLY_SETTLED
bip_upperArm_L_Twist_4	bip_upperarm_l_twist_4	groupFile/Arms/LeftArm	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"	NO	PREVIOUSLY_SETTLED
bip_upperArm_L_Twist_5	bip_upperarm_l_twist_5	groupFile/Arms/LeftArm	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"	NO	PREVIOUSLY_SETTLED
bip_upperArm_L_root	bip_upperarm_l_root	groupFile/Arms/LeftArm	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"	NO	PREVIOUSLY_SETTLED
bip_upperArm_R_01_twist	bip_upperarm_r_01_twist	groupFile/Arms/RightArm	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/RightArm); no contrar"	NO	PREVIOUSLY_SETTLED
bip_upperArm_R_02_twist	bip_upperarm_r_02_twist	groupFile/Arms/RightArm	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/RightArm); no contrar"	NO	PREVIOUSLY_SETTLED
bip_upperArm_R_03_twist	bip_upperarm_r_03_twist	groupFile/Arms/RightArm	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/RightArm); no contrar"	NO	PREVIOUSLY_SETTLED
bip_upperArm_R_Twist_1	bip_upperarm_r_twist_1	groupFile/Arms/RightArm	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/RightArm); no contrar"	NO	PREVIOUSLY_SETTLED
bip_upperArm_R_Twist_2	bip_upperarm_r_twist_2	groupFile/Arms/RightArm	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/RightArm); no contrar"	NO	PREVIOUSLY_SETTLED
bip_upperArm_R_Twist_3	bip_upperarm_r_twist_3	groupFile/Arms/RightArm	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/RightArm); no contrar"	NO	PREVIOUSLY_SETTLED
bip_upperArm_R_Twist_4	bip_upperarm_r_twist_4	groupFile/Arms/RightArm	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/RightArm); no contrar"	NO	PREVIOUSLY_SETTLED
bip_upperArm_R_Twist_5	bip_upperarm_r_twist_5	groupFile/Arms/RightArm	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/RightArm); no contrar"	NO	PREVIOUSLY_SETTLED
bip_upperArm_R_root	bip_upperarm_r_root	groupFile/Arms/RightArm	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/RightArm); no contrar"	NO	PREVIOUSLY_SETTLED
bip_upperArm_R_twist	bip_upperarm_r_twist	groupFile/Arms/RightArm	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/RightArm); no contrar"	NO	PREVIOUSLY_SETTLED
bip_upperArm_R_twist_01	bip_upperarm_r_twist_01	groupFile/Arms/RightArm	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/RightArm); no contrar"	NO	PREVIOUSLY_SETTLED
bip_upperArm_R_twist_02	bip_upperarm_r_twist_02	groupFile/Arms/RightArm	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/RightArm); no contrar"	NO	PREVIOUSLY_SETTLED
