exact_literal	ascii_fold	provenance	current_master_path	final_master_path	decision_basis	human_review_status	casefold_carryalong	source_artifact
bip_wrist_helper_R	bip_wrist_helper_r	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/RightArm	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/RightArm); no contrar"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
bottom_leg_support_thing_L	bottom_leg_support_thing_l	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/LeftLeg	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
bottom_leg_support_thing_R	bottom_leg_support_thing_r	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/RightLeg	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
c_arm_stretch.l	c_arm_stretch.l	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/LeftArm	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
c_arm_stretch.r	c_arm_stretch.r	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/RightArm	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/RightArm); no contrar"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
c_arm_twist_2.l	c_arm_twist_2.l	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/LeftArm	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
c_arm_twist_2.r	c_arm_twist_2.r	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/RightArm	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/RightArm); no contrar"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
c_arm_twist_offset.l	c_arm_twist_offset.l	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/LeftArm	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
c_forearm_twist.l	c_forearm_twist.l	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/LeftArm	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
c_forearm_twist.r	c_forearm_twist.r	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/RightArm	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/RightArm); no contrar"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
c_forearm_twist_2.l	c_forearm_twist_2.l	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/LeftArm	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
c_forearm_twist_2.r	c_forearm_twist_2.r	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/RightArm	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/RightArm); no contrar"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
c_leg_twist.l	c_leg_twist.l	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/LeftLeg	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
c_leg_twist.r	c_leg_twist.r	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/RightLeg	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
c_leg_twist_2.l	c_leg_twist_2.l	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/LeftLeg	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
c_leg_twist_2.r	c_leg_twist_2.r	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/RightLeg	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
c_shoulder.l.001	c_shoulder.l.001	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/LeftArm	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
c_shoulder.l.002	c_shoulder.l.002	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/LeftArm	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
c_shoulder.l.003	c_shoulder.l.003	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/LeftArm	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
c_shoulder.r.001	c_shoulder.r.001	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/RightArm	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/RightArm); no contrar"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
c_shoulder.r.002	c_shoulder.r.002	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/RightArm	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/RightArm); no contrar"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
c_shoulder.r.003	c_shoulder.r.003	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/RightArm	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/RightArm); no contrar"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
c_thigh_b.l	c_thigh_b.l	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/LeftLeg	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
c_thigh_b.r	c_thigh_b.r	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/RightLeg	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
c_thigh_stretch.l	c_thigh_stretch.l	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/LeftLeg	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
c_thigh_stretch.r	c_thigh_stretch.r	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/RightLeg	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
c_thigh_twist_2.l	c_thigh_twist_2.l	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/LeftLeg	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
c_thigh_twist_2.r	c_thigh_twist_2.r	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/RightLeg	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
calf_tw_02_l	calf_tw_02_l	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/LeftLeg	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
calf_tw_02_r	calf_tw_02_r	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/RightLeg	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
calf_tw_03_l	calf_tw_03_l	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/LeftLeg	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
calf_tw_03_r	calf_tw_03_r	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/RightLeg	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
calf_twist_01_l	calf_twist_01_l	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/LeftLeg	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
calf_twist_01_r	calf_twist_01_r	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/RightLeg	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
calf_twist_02_l	calf_twist_02_l	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/LeftLeg	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
calf_twist_02_r	calf_twist_02_r	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/RightLeg	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
calf_twist_03_l	calf_twist_03_l	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/LeftLeg	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
calf_twist_03_r	calf_twist_03_r	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/RightLeg	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
cf_d_arm01_L	cf_d_arm01_l	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/LeftArm	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
cf_d_arm01_R	cf_d_arm01_r	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/RightArm	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/RightArm); no contrar"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
cf_d_arm02_L	cf_d_arm02_l	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/LeftArm	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
cf_d_arm02_R	cf_d_arm02_r	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/RightArm	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/RightArm); no contrar"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
cf_d_arm03_L	cf_d_arm03_l	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/LeftArm	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
cf_d_arm03_R	cf_d_arm03_r	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/RightArm	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/RightArm); no contrar"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
cf_d_forearm02_L	cf_d_forearm02_l	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/LeftArm	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
cf_d_forearm02_R	cf_d_forearm02_r	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/RightArm	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/RightArm); no contrar"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
cf_d_hand_L	cf_d_hand_l	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/LeftArm	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
cf_d_hand_R	cf_d_hand_r	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/RightArm	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/RightArm); no contrar"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
cf_d_kneeF_L	cf_d_kneef_l	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/LeftLeg	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
cf_d_kneeF_R	cf_d_kneef_r	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/RightLeg	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
cf_d_leg02_L	cf_d_leg02_l	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/LeftLeg	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
cf_d_leg02_R	cf_d_leg02_r	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/RightLeg	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
cf_d_leg03_L	cf_d_leg03_l	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/LeftLeg	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
cf_d_leg03_R	cf_d_leg03_r	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/RightLeg	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
cf_d_thigh01_L	cf_d_thigh01_l	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/LeftLeg	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
cf_d_thigh01_R	cf_d_thigh01_r	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/RightLeg	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
cf_d_thigh02_L	cf_d_thigh02_l	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/LeftLeg	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
cf_d_thigh02_R	cf_d_thigh02_r	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/RightLeg	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
cf_d_thigh03_L	cf_d_thigh03_l	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/LeftLeg	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
cf_d_thigh03_R	cf_d_thigh03_r	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/RightLeg	groupFile/Helpers	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	PREVIOUSLY_SETTLED	NO	HELPERS_PASS1G_HUMAN_APPROVED_DESTINATION_CHANGE_SET.tsv
