final_order	exact_literal	ascii_fold	provenance	prior_master_path	human_review_status	casefold_carryalong	decision_basis
2845	ShoulderAttachmentBaseåçAdjustment_R	shoulderattachmentbaseåçadjustment_r	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/RightArm	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/RightArm); no contrar"
2846	ShoulderAttachmentBase倍率Adjustment_L	shoulderattachmentbase倍率adjustment_l	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/LeftArm	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"
2847	ShoulderAttachmentBase倍率Adjustment_R	shoulderattachmentbase倍率adjustment_r	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/RightArm	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/RightArm); no contrar"
2848	ShoulderAux_L	shoulderaux_l	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/LeftArm	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"
2849	ShoulderAux_R	shoulderaux_r	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/RightArm	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/RightArm); no contrar"
2850	ShoulderBlade.L	shoulderblade.l	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/LeftArm	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"
2851	ShoulderBlade.R	shoulderblade.r	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/RightArm	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/RightArm); no contrar"
2852	shoulderBladeFlexL	shoulderbladeflexl	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/LeftArm	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"
2853	shoulderBladeFlexR	shoulderbladeflexr	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/RightArm	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/RightArm); no contrar"
2854	shoulderFlex_L	shoulderflex_l	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/LeftArm	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"
2855	ShoulderFlex_R	shoulderflex_r	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/RightArm	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/RightArm); no contrar"
2856	shoulderFlexR	shoulderflexr	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/RightArm	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/RightArm); no contrar"
2857	ShoulderPart1_L	shoulderpart1_l	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/LeftArm	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"
2858	ShoulderPart1_R	shoulderpart1_r	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/RightArm	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/RightArm); no contrar"
2859	ShoulderPart2_L	shoulderpart2_l	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/LeftArm	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"
2860	ShoulderPart2_R	shoulderpart2_r	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/RightArm	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/RightArm); no contrar"
2861	ShoulderRoll_L	shoulderroll_l	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/LeftArm	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"
2862	ShoulderRoll_R	shoulderroll_r	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/RightArm	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/RightArm); no contrar"
2863	ShoulderTwistNothing_L	shouldertwistnothing_l	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/LeftArm	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"
2864	ShoulderTwistNothing_R	shouldertwistnothing_r	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/RightArm	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/RightArm); no contrar"
2865	ShoulderTwistNothingikL_L	shouldertwistnothingikl_l	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/LeftArm	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"
2866	ShoulderTwistNothingikL_R	shouldertwistnothingikl_r	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/RightArm	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/RightArm); no contrar"
2867	ShoulderケープAux_L	shoulderケープaux_l	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/LeftArm	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"
2868	ShoulderケープAux_R	shoulderケープaux_r	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/RightArm	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/RightArm); no contrar"
2869	ShoulderケープPhysics_L	shoulderケープphysics_l	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/LeftArm	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"
2870	ShoulderケープPhysics_R	shoulderケープphysics_r	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/RightArm	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/RightArm); no contrar"
2871	SK_CalfTwist_L	sk_calftwist_l	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/LeftLeg	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"
2872	SK_CalfTwist_R	sk_calftwist_r	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/RightLeg	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"
2873	SK_Knee_L	sk_knee_l	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/LeftLeg	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"
2874	SK_Knee_R	sk_knee_r	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/RightLeg	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"
2875	SK_ThighTwist_L	sk_thightwist_l	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/LeftLeg	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"
2876	SK_ThighTwist_R	sk_thightwist_r	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/RightLeg	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"
2877	Skin_LegFront_Ankle_Twist_L	skin_legfront_ankle_twist_l	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/LeftLeg	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"
2878	Skin_LegFront_Ankle_Twist_R	skin_legfront_ankle_twist_r	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/RightLeg	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"
2879	Skin_LegFront_Lowerleg_Twist_L	skin_legfront_lowerleg_twist_l	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/LeftLeg	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"
2880	Skin_LegFront_Lowerleg_Twist_R	skin_legfront_lowerleg_twist_r	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/RightLeg	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"
2881	Skin_LegFront_midleg_Twist_L	skin_legfront_midleg_twist_l	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/LeftLeg	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"
2882	Skin_LegFront_midleg_Twist_R	skin_legfront_midleg_twist_r	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/RightLeg	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"
2883	Skin_LegFront_shoulder_Twist_L001	skin_legfront_shoulder_twist_l001	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/LeftLeg	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"
2884	Skin_LegFront_shoulder_Twist_R001	skin_legfront_shoulder_twist_r001	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/RightLeg	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"
2885	Skin_LegFront_upperleg_Twist_L	skin_legfront_upperleg_twist_l	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/LeftLeg	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"
2886	Skin_LegFront_upperleg_Twist_R	skin_legfront_upperleg_twist_r	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/RightLeg	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"
2887	Skin_LegHind_Ankle_Twist_L	skin_leghind_ankle_twist_l	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/LeftLeg	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"
2888	Skin_LegHind_Ankle_Twist_R	skin_leghind_ankle_twist_r	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/RightLeg	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"
2889	Skin_LegHind_Lowerleg_Twist_L	skin_leghind_lowerleg_twist_l	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/LeftLeg	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"
2890	Skin_LegHind_Lowerleg_Twist_R	skin_leghind_lowerleg_twist_r	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/RightLeg	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"
2891	Skin_LegHind_midleg_Twist_L	skin_leghind_midleg_twist_l	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/LeftLeg	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"
2892	Skin_LegHind_midleg_Twist_R	skin_leghind_midleg_twist_r	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/RightLeg	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"
2893	Skin_LegHind_upperleg_Twist_L	skin_leghind_upperleg_twist_l	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/LeftLeg	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"
2894	Skin_LegHind_upperleg_Twist_R	skin_leghind_upperleg_twist_r	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/RightLeg	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"
2895	Skn_L_AnkleF_Fix	skn_l_anklef_fix	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/LeftLeg	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"
2896	Skn_L_Calf_Adv	skn_l_calf_adv	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/LeftLeg	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"
2897	Skn_L_Elbow_Fix	skn_l_elbow_fix	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/LeftArm	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"
2898	Skn_L_ForeArm_Adv	skn_l_forearm_adv	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/LeftArm	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"
2899	Skn_L_ForeArm_Twist	skn_l_forearm_twist	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/LeftArm	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"
2900	Skn_L_Knee_Fix	skn_l_knee_fix	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/LeftLeg	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"
2901	Skn_L_Pelvis_Fix	skn_l_pelvis_fix	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/LeftLeg	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"
2902	Skn_L_PelvisF_Fix	skn_l_pelvisf_fix	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/LeftLeg	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"
2903	Skn_L_Thigh_Twist	skn_l_thigh_twist	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/LeftLeg	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"
2904	Skn_L_UpArm_Twist01	skn_l_uparm_twist01	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/LeftArm	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"
2905	Skn_L_UpArm_Twist02	skn_l_uparm_twist02	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/LeftArm	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"
2906	Skn_R_AnkleF_Fix	skn_r_anklef_fix	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/RightLeg	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"
2907	Skn_R_Calf_Adv	skn_r_calf_adv	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/RightLeg	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"
2908	Skn_R_Elbow_Fix	skn_r_elbow_fix	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/RightArm	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/RightArm); no contrar"
2909	Skn_R_ForeArm_Adv	skn_r_forearm_adv	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/RightArm	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/RightArm); no contrar"
2910	Skn_R_ForeArm_Twist	skn_r_forearm_twist	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/RightArm	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/RightArm); no contrar"
2911	Skn_R_Knee_Fix	skn_r_knee_fix	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/RightLeg	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"
2912	Skn_R_Pelvis_Fix	skn_r_pelvis_fix	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/RightLeg	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"
2913	Skn_R_PelvisF_Fix	skn_r_pelvisf_fix	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/RightLeg	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"
2914	Skn_R_Thigh_Twist	skn_r_thigh_twist	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/RightLeg	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"
2915	Skn_R_UpArm_Twist01	skn_r_uparm_twist01	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/RightArm	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/RightArm); no contrar"
2916	Skn_R_UpArm_Twist02	skn_r_uparm_twist02	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/RightArm	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/RightArm); no contrar"
2917	Spine1Twist	spine1twist	CURRENT_RIGHELPERS_CONTAMINATION	groupFile/RigHelpers	PREVIOUSLY_SETTLED	NO	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)
2918	Spine2Twist	spine2twist	CURRENT_RIGHELPERS_CONTAMINATION	groupFile/RigHelpers	PREVIOUSLY_SETTLED	NO	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)
2919	spine adj 1	spine adj 1	CURRENT_RIGHELPERS_CONTAMINATION	groupFile/RigHelpers	PREVIOUSLY_SETTLED	NO	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)
2920	spine adj 2	spine adj 2	CURRENT_RIGHELPERS_CONTAMINATION	groupFile/RigHelpers	PREVIOUSLY_SETTLED	NO	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)
2921	spine adj 3	spine adj 3	CURRENT_RIGHELPERS_CONTAMINATION	groupFile/RigHelpers	PREVIOUSLY_SETTLED	NO	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)
2922	spine lower adj	spine lower adj	CURRENT_RIGHELPERS_CONTAMINATION	groupFile/RigHelpers	PREVIOUSLY_SETTLED	NO	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)
