exact_literal	fold_key	family_size	scanner_occurrence_count	source_model_count	representative_source_models	scanner_lines	literal_length	contains_digits	numeric_suffix	lr_marker	separator_structure	very_short	repeated_internal_token	technical_marker_tokens	leading_token_heuristic
saberon_Bone45	saberon_bone45	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	28179	14	True	True	False	underscore	False	False		saberon
saberon_Bone46	saberon_bone46	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	28180	14	True	True	False	underscore	False	False		saberon
saberon_Bone47	saberon_bone47	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	28181	14	True	True	False	underscore	False	False		saberon
saberon_Bone48	saberon_bone48	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	28182	14	True	True	False	underscore	False	False		saberon
saberon_Bone49	saberon_bone49	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	28183	14	True	True	False	underscore	False	False		saberon
Sack_Bottom	sack_bottom	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18579	11	False	False	False	underscore	False	False		Sack
Sack_Middle	sack_middle	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18580	11	False	False	False	underscore	False	False		Sack
Sack_Top	sack_top	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18581	8	False	False	False	underscore	False	False		Sack
Sad Eyes Left	sad eyes left	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18584	13	False	False	True	space	False	False		Sad
Sad Eyes Right	sad eyes right	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18585	14	False	False	True	space	False	False		Sad
sad_brows_left	sad_brows_left	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9015	14	False	False	True	underscore	False	False		sad
sad_brows_right	sad_brows_right	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9016	15	False	False	True	underscore	False	False		sad
saddle	saddle	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	28184	6	False	False	False	none	False	False		saddle
sadness_l	sadness_l	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	28185	9	False	False	True	underscore	False	False		sadness
sadness_r	sadness_r	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	28186	9	False	False	True	underscore	False	False		sadness
sakotsu_rt_l__const_kata_l__rot_sakotsu_l__x0	sakotsu_rt_l__const_kata_l__rot_sakotsu_l__x0	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	28187	45	True	True	True	underscore	False	True		sakotsu
sakotsu_rt_l_d__offset	sakotsu_rt_l_d__offset	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	28188	22	False	False	True	underscore	False	False	offset	sakotsu
sakotsu_rt_lside_d__offset	sakotsu_rt_lside_d__offset	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	28189	26	False	False	False	underscore	False	False	offset	sakotsu
sakotsu_rt_r__const_kata_r__rot_sakotsu_r__x0	sakotsu_rt_r__const_kata_r__rot_sakotsu_r__x0	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	28190	45	True	True	True	underscore	False	True		sakotsu
sakotsu_rt_r_d__offset	sakotsu_rt_r_d__offset	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	28191	22	False	False	True	underscore	False	False	offset	sakotsu
sakotsu_rt_rside_d__offset	sakotsu_rt_rside_d__offset	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	28192	26	False	False	False	underscore	False	False	offset	sakotsu
sakura_costume_13_F	sakura_costume_13_f	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	28193	19	True	False	False	underscore	False	False		sakura
sakura_costume_1_F	sakura_costume_1_f	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9018	18	True	False	False	underscore	False	False		sakura
sarah_bed_rigged	sarah_bed_rigged	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	28194	16	False	False	False	underscore	False	False		sarah
sarah_room_fan_rigged	sarah_room_fan_rigged	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	28195	21	False	False	False	underscore	False	False		sarah
sarah_soft_chair_rigged	sarah_soft_chair_rigged	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	28196	23	False	False	False	underscore	False	False		sarah
Sash 1a	sash 1a	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18589	7	True	False	False	space	False	False		Sash
Sash 1b	sash 1b	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18590	7	True	False	False	space	False	False		Sash
Sash 1c	sash 1c	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18591	7	True	False	False	space	False	False		Sash
Sash 2a	sash 2a	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18592	7	True	False	False	space	False	False		Sash
Sash 2b	sash 2b	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18593	7	True	False	False	space	False	False		Sash
Sash 2c	sash 2c	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18594	7	True	False	False	space	False	False		Sash
Sash A 1	sash a 1	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18595	8	True	True	False	space	False	False		Sash
Sash A 2	sash a 2	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18596	8	True	True	False	space	False	False		Sash
Sash A 3	sash a 3	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18597	8	True	True	False	space	False	False		Sash
Sash A 4	sash a 4	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18598	8	True	True	False	space	False	False		Sash
Sash B 1	sash b 1	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18599	8	True	True	False	space	False	False		Sash
Sash B 2	sash b 2	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18600	8	True	True	False	space	False	False		Sash
Sash B 3	sash b 3	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18601	8	True	True	False	space	False	False		Sash
Sash B 4	sash b 4	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18602	8	True	True	False	space	False	False		Sash
saucer	saucer	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	622	6	False	False	False	none	False	False		saucer
scale-down	scale-down	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	28197	10	False	False	False	hyphen	False	False		scale
scale-up	scale-up	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	28198	8	False	False	False	hyphen	False	False		scale
scale_x_down	scale_x_down	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	28199	12	False	False	False	underscore	False	False		scale
scale_x_up	scale_x_up	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	28200	10	False	False	False	underscore	False	False		scale
scale_y_down	scale_y_down	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	28201	12	False	False	False	underscore	False	False		scale
scale_y_up	scale_y_up	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	28202	10	False	False	False	underscore	False	False		scale
scale_z_down	scale_z_down	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	28203	12	False	False	False	underscore	False	False		scale
scale_z_up	scale_z_up	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	28204	10	False	False	False	underscore	False	False		scale
ScaleDown	scaledown	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	6509	9	False	False	False	none	False	False		ScaleDown
ScaleUp	scaleup	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	6510	7	False	False	False	none	False	False		ScaleUp
Scene_Root	scene_root	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	600	10	False	False	False	underscore	False	False	root	Scene
School_Bowtie	school_bowtie	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18621	13	False	False	False	underscore	False	False		School
School_Bowtie_IDK	school_bowtie_idk	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18622	17	False	False	False	underscore	False	False		School
SCHOOLShirtFIT	schoolshirtfit	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18474	14	False	False	False	none	False	False		SCHOOLShirtFIT
Scope_Pos_00	scope_pos_00	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	1295	12	True	True	False	underscore	False	False		Scope
screen_height	screen_height	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	28222	13	False	False	False	underscore	False	False		screen
scrotum00	scrotum00	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	4042	9	True	True	False	none	False	False		scrotum
scrotum01	scrotum01	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	4043	9	True	True	False	none	False	False		scrotum
ScrotumBiggerL	scrotumbiggerl	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18624	14	False	False	False	none	False	False		ScrotumBiggerL
ScrotumCleavageDown	scrotumcleavagedown	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18625	19	False	False	False	none	False	False		ScrotumCleavageDown
ScrotumCleavageUp	scrotumcleavageup	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18626	17	False	False	False	none	False	False		ScrotumCleavageUp
ScrotumFoldL	scrotumfoldl	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18627	12	False	False	False	none	False	False		ScrotumFoldL
ScrotumInflateL	scrotuminflatel	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18628	15	False	False	False	none	False	False		ScrotumInflateL
scrotumLeft	scrotumleft	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	4044	11	False	False	False	none	False	False		scrotumLeft
scrotumRight	scrotumright	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	4046	12	False	False	False	none	False	False		scrotumRight
scrotumROOT	scrotumroot	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	4045	11	False	False	False	none	False	False		scrotumROOT
ScrotumSmallerL	scrotumsmallerl	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18629	15	False	False	False	none	False	False		ScrotumSmallerL
ScrotumStretchL	scrotumstretchl	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18630	15	False	False	False	none	False	False		ScrotumStretchL
se_bones24	se_bones24	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	28223	10	True	True	False	underscore	False	False		se
se_bones36	se_bones36	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	28224	10	True	True	False	underscore	False	False		se
Seat	seat	2	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18631	4	False	False	False	none	True	False		Seat
seat	seat	2	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9019	4	False	False	False	none	True	False		seat
Seat.Back	seat.back	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18632	9	False	False	False	dot	False	False		Seat
Seat.Base	seat.base	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18633	9	False	False	False	dot	False	False		Seat
seat_back	seat_back	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	28225	9	False	False	False	underscore	False	False		seat
Second_Arms_L_1	second_arms_l_1	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18634	15	True	True	True	underscore	False	False		Second
Second_Arms_L_2	second_arms_l_2	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18635	15	True	True	True	underscore	False	False		Second
Second_Arms_L_Index1	second_arms_l_index1	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18636	20	True	True	True	underscore	False	False		Second
Second_Arms_L_Index2	second_arms_l_index2	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18637	20	True	True	True	underscore	False	False		Second
Second_Arms_L_Index3	second_arms_l_index3	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18638	20	True	True	True	underscore	False	False		Second
Second_Arms_L_Index4	second_arms_l_index4	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18639	20	True	True	True	underscore	False	False		Second
Second_Arms_L_Middle1	second_arms_l_middle1	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18640	21	True	True	True	underscore	False	False		Second
Second_Arms_L_Middle2	second_arms_l_middle2	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18641	21	True	True	True	underscore	False	False		Second
Second_Arms_L_Middle3	second_arms_l_middle3	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18642	21	True	True	True	underscore	False	False		Second
Second_Arms_L_Middle4	second_arms_l_middle4	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18643	21	True	True	True	underscore	False	False		Second
Second_Arms_L_Ring1	second_arms_l_ring1	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18644	19	True	True	True	underscore	False	False		Second
Second_Arms_L_Ring2	second_arms_l_ring2	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18645	19	True	True	True	underscore	False	False		Second
Second_Arms_L_Ring3	second_arms_l_ring3	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18646	19	True	True	True	underscore	False	False		Second
Second_Arms_L_Ring4	second_arms_l_ring4	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18647	19	True	True	True	underscore	False	False		Second
Second_Arms_L_Thumb1	second_arms_l_thumb1	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18648	20	True	True	True	underscore	False	False		Second
Second_Arms_L_Thumb2	second_arms_l_thumb2	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18649	20	True	True	True	underscore	False	False		Second
Second_Arms_L_Thumb3	second_arms_l_thumb3	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18650	20	True	True	True	underscore	False	False		Second
Second_Arms_L_Thumb4	second_arms_l_thumb4	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18651	20	True	True	True	underscore	False	False		Second
Second_Arms_L_Wrist	second_arms_l_wrist	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18652	19	False	False	True	underscore	False	False		Second
Second_Arms_R_1	second_arms_r_1	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18653	15	True	True	True	underscore	False	False		Second
Second_Arms_R_2	second_arms_r_2	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18654	15	True	True	True	underscore	False	False		Second
Second_Arms_R_Index1	second_arms_r_index1	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18655	20	True	True	True	underscore	False	False		Second
Second_Arms_R_Index2	second_arms_r_index2	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18656	20	True	True	True	underscore	False	False		Second
Second_Arms_R_Index3	second_arms_r_index3	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18657	20	True	True	True	underscore	False	False		Second
Second_Arms_R_Index4	second_arms_r_index4	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18658	20	True	True	True	underscore	False	False		Second
Second_Arms_R_Middle1	second_arms_r_middle1	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18659	21	True	True	True	underscore	False	False		Second
Second_Arms_R_Middle2	second_arms_r_middle2	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18660	21	True	True	True	underscore	False	False		Second
Second_Arms_R_Middle3	second_arms_r_middle3	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18661	21	True	True	True	underscore	False	False		Second
Second_Arms_R_Middle4	second_arms_r_middle4	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18662	21	True	True	True	underscore	False	False		Second
Second_Arms_R_Ring1	second_arms_r_ring1	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18663	19	True	True	True	underscore	False	False		Second
Second_Arms_R_Ring2	second_arms_r_ring2	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18664	19	True	True	True	underscore	False	False		Second
Second_Arms_R_Ring3	second_arms_r_ring3	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18665	19	True	True	True	underscore	False	False		Second
Second_Arms_R_Ring4	second_arms_r_ring4	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18666	19	True	True	True	underscore	False	False		Second
Second_Arms_R_Thumb1	second_arms_r_thumb1	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18667	20	True	True	True	underscore	False	False		Second
Second_Arms_R_Thumb2	second_arms_r_thumb2	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18668	20	True	True	True	underscore	False	False		Second
Second_Arms_R_Thumb3	second_arms_r_thumb3	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18669	20	True	True	True	underscore	False	False		Second
Second_Arms_R_Thumb4	second_arms_r_thumb4	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18670	20	True	True	True	underscore	False	False		Second
Second_Arms_R_Wrist	second_arms_r_wrist	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18671	19	False	False	True	underscore	False	False		Second
Secret_move	secret_move	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18672	11	False	False	False	underscore	False	False		Secret
Selector	selector	2	1	N/A - no per-model provenance in corpus	N/A - see census section 6	6533	8	False	False	False	none	False	False		Selector
selector	selector	2	1	N/A - no per-model provenance in corpus	N/A - see census section 6	28226	8	False	False	False	none	False	False		selector
Separator	separator	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18673	9	False	False	False	none	False	False		Separator
shades_L	shades_l	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	28227	8	False	False	True	underscore	False	False		shades
shades_R	shades_r	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	28228	8	False	False	True	underscore	False	False		shades
Shaft	shaft	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18675	5	False	False	False	none	False	False		Shaft
shaft-chonk	shaft-chonk	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	1074	11	False	False	False	hyphen	False	False		shaft
shaft-fat	shaft-fat	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	919	9	False	False	False	hyphen	False	False		shaft
shaft-tall	shaft-tall	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	1075	10	False	False	False	hyphen	False	False		shaft
shaft-wide	shaft-wide	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	1076	10	False	False	False	hyphen	False	False		shaft
shaft_1	shaft_1	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	28229	7	True	True	False	underscore	False	False		shaft
shaft_2	shaft_2	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	28230	7	True	True	False	underscore	False	False		shaft
shaft_3	shaft_3	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	28231	7	True	True	False	underscore	False	False		shaft
shaft_base	shaft_base	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	28232	10	False	False	False	underscore	False	False		shaft
ShaftBiggerInflate	shaftbiggerinflate	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18676	18	False	False	False	none	False	False		ShaftBiggerInflate
ShaftRootFold	shaftrootfold	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18677	13	False	False	False	none	False	False		ShaftRootFold
ShaftShortenFix	shaftshortenfix	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18678	15	False	False	False	none	False	False		ShaftShortenFix
ShaftSmallerInflate	shaftsmallerinflate	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18679	19	False	False	False	none	False	False		ShaftSmallerInflate
Shape FEET	shape feet	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18680	10	False	False	False	space	False	False		Shape
shape-assassin-cleavage	shape-assassin-cleavage	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	303	23	False	False	False	hyphen	False	False		shape
shape-assassin-nude	shape-assassin-nude	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	304	19	False	False	False	hyphen	False	False		shape
shape-athletic-cleavage	shape-athletic-cleavage	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	305	23	False	False	False	hyphen	False	False		shape
shape-athletic-nude	shape-athletic-nude	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	306	19	False	False	False	hyphen	False	False		shape
shape-busty-cleavage	shape-busty-cleavage	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	307	20	False	False	False	hyphen	False	False		shape
shape-busty-nude	shape-busty-nude	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	308	16	False	False	False	hyphen	False	False		shape
shape-ninja-cleavage	shape-ninja-cleavage	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	309	20	False	False	False	hyphen	False	False		shape
shape-ninja-nude	shape-ninja-nude	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	310	16	False	False	False	hyphen	False	False		shape
shape-petite-cleavage	shape-petite-cleavage	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	267	21	False	False	False	hyphen	False	False		shape
shape-petite-nude	shape-petite-nude	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	311	17	False	False	False	hyphen	False	False		shape
shape-thicc-cleavage	shape-thicc-cleavage	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	312	20	False	False	False	hyphen	False	False		shape
shape-thicc-nude	shape-thicc-nude	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	313	16	False	False	False	hyphen	False	False		shape
Sharp Nipple	sharp nipple	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18681	12	False	False	False	space	False	False		Sharp
sharp_frown	sharp_frown	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	9022	11	False	False	False	underscore	False	False		sharp
Sheath 2	sheath 2	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18682	8	True	True	False	space	False	False		Sheath
Sheath Fur	sheath fur	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18683	10	False	False	False	space	False	False		Sheath
Shell	shell	2	1	N/A - no per-model provenance in corpus	N/A - see census section 6	2334	5	False	False	False	none	False	False		Shell
shell	shell	2	1	N/A - no per-model provenance in corpus	N/A - see census section 6	28233	5	False	False	False	none	False	False		shell
Shell.Root	shell.root	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18684	10	False	False	False	dot	False	False	root	Shell
Shell.Wall_1	shell.wall_1	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18685	12	True	True	False	underscore+dot	False	False		Shell
Shell.Wall_10	shell.wall_10	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18686	13	True	True	False	underscore+dot	False	False		Shell
Shell.Wall_11	shell.wall_11	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18687	13	True	True	False	underscore+dot	False	False		Shell
Shell.Wall_12	shell.wall_12	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18688	13	True	True	False	underscore+dot	False	False		Shell
Shell.Wall_13	shell.wall_13	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18689	13	True	True	False	underscore+dot	False	False		Shell
Shell.Wall_14	shell.wall_14	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18690	13	True	True	False	underscore+dot	False	False		Shell
Shell.Wall_15	shell.wall_15	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18691	13	True	True	False	underscore+dot	False	False		Shell
Shell.Wall_16	shell.wall_16	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18692	13	True	True	False	underscore+dot	False	False		Shell
Shell.Wall_17	shell.wall_17	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18693	13	True	True	False	underscore+dot	False	False		Shell
Shell.Wall_18	shell.wall_18	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18694	13	True	True	False	underscore+dot	False	False		Shell
Shell.Wall_19	shell.wall_19	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18695	13	True	True	False	underscore+dot	False	False		Shell
Shell.Wall_2	shell.wall_2	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18696	12	True	True	False	underscore+dot	False	False		Shell
Shell.Wall_20	shell.wall_20	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18697	13	True	True	False	underscore+dot	False	False		Shell
Shell.Wall_21	shell.wall_21	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18698	13	True	True	False	underscore+dot	False	False		Shell
Shell.Wall_22	shell.wall_22	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18699	13	True	True	False	underscore+dot	False	False		Shell
Shell.Wall_23	shell.wall_23	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18700	13	True	True	False	underscore+dot	False	False		Shell
Shell.Wall_24	shell.wall_24	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18701	13	True	True	False	underscore+dot	False	False		Shell
Shell.Wall_25	shell.wall_25	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18702	13	True	True	False	underscore+dot	False	False		Shell
Shell.Wall_26	shell.wall_26	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18703	13	True	True	False	underscore+dot	False	False		Shell
Shell.Wall_27	shell.wall_27	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18704	13	True	True	False	underscore+dot	False	False		Shell
Shell.Wall_28	shell.wall_28	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18705	13	True	True	False	underscore+dot	False	False		Shell
Shell.Wall_29	shell.wall_29	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18706	13	True	True	False	underscore+dot	False	False		Shell
Shell.Wall_3	shell.wall_3	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18707	12	True	True	False	underscore+dot	False	False		Shell
Shell.Wall_30	shell.wall_30	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18708	13	True	True	False	underscore+dot	False	False		Shell
Shell.Wall_31	shell.wall_31	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18709	13	True	True	False	underscore+dot	False	False		Shell
Shell.Wall_32	shell.wall_32	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18710	13	True	True	False	underscore+dot	False	False		Shell
Shell.Wall_33	shell.wall_33	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18711	13	True	True	False	underscore+dot	False	False		Shell
Shell.Wall_34	shell.wall_34	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18712	13	True	True	False	underscore+dot	False	False		Shell
Shell.Wall_35	shell.wall_35	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18713	13	True	True	False	underscore+dot	False	False		Shell
Shell.Wall_36	shell.wall_36	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18714	13	True	True	False	underscore+dot	False	False		Shell
Shell.Wall_37	shell.wall_37	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18715	13	True	True	False	underscore+dot	False	False		Shell
Shell.Wall_38	shell.wall_38	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18716	13	True	True	False	underscore+dot	False	False		Shell
Shell.Wall_39	shell.wall_39	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18717	13	True	True	False	underscore+dot	False	False		Shell
Shell.Wall_4	shell.wall_4	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18718	12	True	True	False	underscore+dot	False	False		Shell
Shell.Wall_40	shell.wall_40	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18719	13	True	True	False	underscore+dot	False	False		Shell
Shell.Wall_41	shell.wall_41	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18720	13	True	True	False	underscore+dot	False	False		Shell
Shell.Wall_42	shell.wall_42	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18721	13	True	True	False	underscore+dot	False	False		Shell
Shell.Wall_43	shell.wall_43	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18722	13	True	True	False	underscore+dot	False	False		Shell
Shell.Wall_44	shell.wall_44	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18723	13	True	True	False	underscore+dot	False	False		Shell
Shell.Wall_45	shell.wall_45	1	1	N/A - no per-model provenance in corpus	N/A - see census section 6	18724	13	True	True	False	underscore+dot	False	False		Shell
