fold_key	exact_spellings	semantic_status	semantic_referent	taxonomy_status	proposed_destination	confidence	uncertainty_reason	short_reason	batch_id	scanner_lines
plate 2	Plate 2	OPAQUE	"a ""plate"" object of unclear type (armor plate vs. dinnerware), variant 2"	NOT_APPLICABLE		Low	nothing in the literal disambiguates between the two readings	ambiguous object term	5	17617
pussparent.002_l.008	PussParent.002_L.008	CLEAR	"vagina parent/root bone (truncated ""Puss"" = ""Pussy""), left, numbered"	CLEAR	groupFile/Body Morphs	Medium	the truncated spelling introduces some uncertainty	genital referent recognizable despite the truncation	5	17714
qwn-rig-hole-v1	Qwn-Rig-Hole-V1	PARTIAL	"an unclear ""hole"" feature (per-character ""Qwn"" rig), variant 1"	NEEDS_CONTEXT		Low	hole could mean a genital orifice or a technical mesh gap	referent word present but its exact meaning is ambiguous	5	17794
r_head_3	r_head_3	CLEAR	head, right-side marker, variant 3	NEEDS_DOCTRINE		Medium	head-region controls could map to a general Body destination or elsewhere	head is the clear referent, specific Master category is a doctrine call	5	27793
right index finger 1	Right index finger 1	CLEAR	right index finger, segment 1	CLEAR	groupFile/Arms/RightArm/RightFingers	High		explicit finger control	5	18209
right middle finger 3	Right middle finger 3	CLEAR	right middle finger, segment 3	CLEAR	groupFile/Arms/RightArm/RightFingers	High		explicit finger control	5	18237
right thumb 1	Right thumb 1	CLEAR	right thumb, segment 1	CLEAR	groupFile/Arms/RightArm/RightFingers	High		explicit finger control	5	18256
sakotsu_rt_rside_d__offset	sakotsu_rt_rside_d__offset	CLEAR	right clavicle/collarbone offset (Japanese rig term: sakotsu=clavicle)	CLEAR	groupFile/Arms	Medium		Japanese MMD-style anatomical naming for the clavicle	5	28192
sash b 3	Sash B 3	CLEAR	sash accessory, variant b, 3	CLEAR	groupFile/Clothing	High		plain clothing accessory	5	18601
shoulder_bone_correct_l_02	shoulder_bone_correct_l_02	CLEAR	left shoulder corrective bone, variant 02	NEEDS_DOCTRINE		Medium	explicitly named as a corrective, raising the usual Arms-vs-Correctives doctrine question	shoulder referent clear, explicitly corrective in function	5	9039
sidelockleft2 jiggle	SideLockLeft2 jiggle	CLEAR	a side lock of hair, left, variant 2, jiggle-physics	CLEAR	groupFile/Hair	High		side lock is a recognized hair-styling term	5	18837
sk_spine_3	SK_spine_3	CLEAR	spine, segment 3	NEEDS_DOCTRINE		Medium	spine bones are known to split across many Master destinations depending on role	spine referent clear, placement is a doctrine question	5	18569
skull_06	skull_06	CLEAR	skull, variant 06	NEEDS_DOCTRINE		Medium	skull/head controls could map to a general Body destination or elsewhere; not obvious which	skull is the clear referent, specific Master category is a doctrine call	5	28695
slutthinplunge	SlutThinPlunge	PARTIAL	"a body/costume preset combining a shape descriptor (""thin"") and a ""plunge"" element"	NEEDS_CONTEXT		Low	same reasoning as slutthinthinnerplunge	shape and clothing-adjacent referents present but overall meaning unclear	5	324
slutthinthinnerplunge	SlutThinThinnerPlunge	PARTIAL	"a body/costume preset combining a shape descriptor (""thin/thinner"") and a ""plunge"" (neckline or pose) element"	NEEDS_CONTEXT		Low	the exact combined control (shape morph vs clothing preset) is not clear	shape and clothing-adjacent referents present but the overall preset meaning is unclear	5	6579
spike_07_m	Spike_07_M	PARTIAL	"a spike (creature/costume decorative element), variant 07, ""m"" qualifier unclear"	NEEDS_CONTEXT		Low	could be creature body armor or a costume decoration; owning object not specified	appendage/decoration referent clear, owning structure unclear	5	19230
spine upper_r.002	spine upper_R.002	CLEAR	upper spine, right, numbered	NEEDS_DOCTRINE		Medium	spine bones are known to split across many Master destinations depending on role	spine referent clear, placement is a doctrine question	5	28747
squint-right	Squint-Right	CLEAR	right eye squint	CLEAR	groupFile/Face/Eyes	High		explicit eye-expression control	5	604
stick	stick	OPAQUE	"a ""stick"" object of unspecified type"	NOT_APPLICABLE		Low	could be a weapon, walking stick, drumstick, or anything else	too generic to anchor to one meaning	5	28766
strapfrontleftin	StrapFrontLeftIn	CLEAR	a strap, front, left, inward position	CLEAR	groupFile/Clothing	High		explicit clothing accessory	5	3347
top-1	top-1	OPAQUE	"bare ""top"" + number, object unspecified"	NOT_APPLICABLE		Low	no object-type word at all	pure positional stack with no referent	5	29105
unused f_c_faceroot	unused f_c_faceroot	CLEAR	face root bone, center, explicitly marked unused	NEEDS_DOCTRINE		Medium	"face is a clear referent, but the explicit ""unused"" marker raises a separate accessibility doctrine question"	"face referent clear; disposition depends on how ""unused"" should be treated"	5	29236
unusedbone022	unusedbone022	OPAQUE	generic unused numbered bone	NOT_APPLICABLE		Low	no anatomical content beyond the unused marker	self-declared unused generic technical bone	5	29467
v_rr	v_rr	OPAQUE	ambiguous short code	NOT_APPLICABLE		Low	no recognizable word content	opaque code	5	29595
v_weapon.right_index03	v_weapon.Right_Index03	CLEAR	weapon view-model hand rig, right index finger, segment 03	NEEDS_CONTEXT		Medium	unclear whether this is a normal posable finger or an internal weapon-viewmodel helper	looks like a first-person weapon hand-rig finger bone	5	4125
valvebiped.bip01_l_ring03	ValveBiped.Bip01_L_Ring03	CLEAR	left ring finger, segment 03	CLEAR	groupFile/Arms/LeftArm/LeftFingers	High		standard ValveBiped finger convention	5	20123
valvebiped.bip01_r_forearmtwist1	ValveBiped.Bip01_R_ForearmTwist1	CLEAR	right forearm twist, variant 1	NEEDS_DOCTRINE		Medium	twist-corrective placement is a recurring doctrine question	explicit forearm-twist bone	5	20181
veil_l_2	VEIL_L_2	CLEAR	veil (headwear/clothing accessory), left, variant 2	CLEAR	groupFile/Clothing	High		plain clothing accessory	5	20044
wep_sight_carry_windage	WEP_Sight_Carry_Windage	CLEAR	weapon scope windage adjustment	NEEDS_DOCTRINE		High	no established weapon/props destination	explicit weapon-sight control	5	3413
